id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
54004,Female,Rural,High School,7.34,1,2,0.0,1,A,Platinum,55500
25655,Male,Rural,High School,17.03,1,0,0.0,More than 1,A,Platinum,102744
60038,Male,Urban,High School,5.42,1,4,3474.0,1,A,Platinum,72372
57697,Female,,High School,5.93,1,5,0.0,1,A,Platinum,61728
81538,Female,Rural,Bachelor,5.05,0,5,0.0,More than 1,,Silver,70632
14889,Male,Urban,Bachelor,9.58,1,6,5652.0,1,B,Platinum,60516
87921,Male,Urban,Bachelor,9.17,0,3,3498.0,More than 1,A,Gold,102756
49552,Male,Urban,High School,2.6,0,7,6537.0,More than 1,B,Silver,115044
72322,Female,Urban,High School,8.57,0,8,26485.0,More than 1,,Gold,176748
45845,Male,Rural,Bachelor,6.54,1,3,2477.0,More than 1,A,Platinum,95460
48254,Female,Rural,Bachelor,8.21,1,1,0.0,1,A,Gold,41760
41734,Female,Urban,Bachelor,4.21,1,0,4099.0,More than 1,A,Platinum,58032
60181,Female,Rural,Bachelor,36.26,1,7,2000.0,More than 1,B,Gold,53904
14405,Male,Urban,High School,4.62,1,0,2499.0,More than 1,A,Gold,71820
8421,Female,Urban,Bachelor,46.63,0,4,4254.0,More than 1,A,Gold,402972
20591,Male,Urban,Bachelor,7.13,1,4,6529.0,1,C,Silver,44964
68778,Male,Urban,Bachelor,6.8,1,3,4431.0,More than 1,C,Platinum,95772
53689,Female,Rural,Bachelor,2.79,0,6,0.0,More than 1,B,Gold,130368
65736,Male,Urban,Bachelor,3.14,0,6,,1,A,Platinum,37980
89148,Female,,High School,7.09,0,5,,More than 1,A,Gold,169668
88062,Male,Rural,High School,5.71,1,3,3077.0,1,,Gold,30516
46930,Male,Rural,High School,9.98,1,5,0.0,1,A,Platinum,36204
14118,Female,,Bachelor,2.38,1,7,5835.0,More than 1,A,Platinum,90408
54635,Male,Urban,Bachelor,7.28,1,7,6181.0,More than 1,,Platinum,72636
68034,Female,Urban,Bachelor,2.94,0,8,8574.0,More than 1,C,Platinum,67368
46918,Male,Urban,High School,81.86,0,1,0.0,More than 1,B,Platinum,59124
70241,Female,Urban,Bachelor,7.53,0,8,10230.0,More than 1,A,Platinum,57528
53580,Male,Rural,High School,7.15,1,6,0.0,1,B,Platinum,55488
61769,Female,Urban,High School,8.06,1,1,5877.0,1,A,Silver,60192
40127,Male,,High School,42.02,1,4,4672.0,More than 1,A,Silver,98340
52809,Male,Urban,High School,3.49,1,4,7898.0,1,A,Platinum,29892
78393,Male,Urban,High School,8.39,1,7,7411.0,1,B,Gold,56232
84682,Male,,Bachelor,5.74,0,2,5677.0,More than 1,A,Platinum,111840
38924,Male,Urban,High School,7.26,0,6,4390.0,More than 1,A,Platinum,97764
50314,Male,Rural,High School,7.34,0,1,0.0,1,B,Platinum,30732
86254,Male,Rural,High School,5.19,1,5,3896.0,1,A,Gold,32472
24257,Female,Urban,Others,4.97,1,3,8700.0,More than 1,,Platinum,183720
28087,Male,Rural,Others,8.17,1,6,4203.0,1,B,Silver,47172
81446,Male,Urban,High School,2.3,1,8,22715.0,More than 1,A,Platinum,105492
50255,Male,Urban,High School,8.56,0,8,10071.0,More than 1,A,Gold,62016
62727,Female,Rural,High School,35.76,0,0,2461.0,More than 1,A,Gold,60480
76397,Male,Urban,High School,7.53,1,1,5421.0,1,B,Gold,37440
16119,Male,Urban,High School,79.96,1,0,2135.0,More than 1,B,Gold,68124
11903,Female,Rural,Bachelor,86.68,1,7,0.0,More than 1,C,Platinum,59112
88441,Female,Urban,Bachelor,,0,8,3575.0,More than 1,B,Platinum,236352
19855,Male,Urban,Bachelor,2.96,1,8,0.0,More than 1,B,Silver,73524
41070,Female,Rural,High School,6.2,1,7,2409.0,1,A,Silver,38472
40618,Male,Urban,Bachelor,97.95,0,7,3631.0,More than 1,B,Silver,113076
23409,Female,Urban,High School,9.33,0,6,5697.0,More than 1,A,Gold,105900
31565,Male,Urban,High School,4.98,0,8,4501.0,More than 1,B,Silver,642900
50061,Male,Urban,High School,7.48,1,8,13495.0,More than 1,A,Gold,170652
56146,Female,Urban,Bachelor,8.11,0,6,5319.0,More than 1,A,Platinum,345756
81169,Female,Urban,High School,95.88,0,5,9176.0,More than 1,A,Gold,48396
25654,Male,,Bachelor,,1,8,3159.0,More than 1,A,Platinum,97284
77860,Male,Urban,Bachelor,2.9,0,4,2282.0,More than 1,A,Gold,64776
70472,Female,Rural,Bachelor,8.09,1,5,5826.0,More than 1,A,Platinum,93864
58533,Male,Urban,High School,2.8,1,6,7456.0,More than 1,C,Silver,168240
86415,Male,,High School,,1,3,8403.0,1,,Gold,135948
86411,Male,Urban,Bachelor,1.16,1,6,4823.0,More than 1,A,Platinum,65196
42299,Male,Urban,High School,2.36,1,6,9768.0,More than 1,A,Silver,211404
46528,Male,Urban,High School,6.47,1,7,2212.0,More than 1,A,Gold,60012
65567,Female,Rural,Bachelor,5.72,0,2,2861.0,More than 1,B,Gold,374424
11959,Female,Urban,High School,3.09,1,1,8340.0,1,A,Platinum,34476
40385,Male,Rural,Bachelor,78.67,0,3,0.0,More than 1,A,Platinum,58020
53388,Female,Urban,High School,5.48,1,2,,1,A,Silver,31116
85120,Male,Urban,Bachelor,9.19,1,3,2743.0,1,A,Platinum,36468
70131,Female,Urban,High School,6.54,0,5,4089.0,1,C,Silver,30180
56366,Female,Rural,High School,21.14,0,7,0.0,1,B,Platinum,47292
86989,Male,Urban,High School,2.55,1,4,5952.0,More than 1,A,Platinum,88908
39628,Male,Urban,Bachelor,1.47,1,4,3920.0,More than 1,A,Platinum,59724
60644,Male,Urban,Bachelor,8.59,1,0,2458.0,1,B,Gold,63000
50031,Female,Rural,Bachelor,6.81,1,6,3601.0,1,,Silver,36900
74215,Male,Rural,Bachelor,32.69,1,5,2510.0,1,B,Silver,50112
15308,Male,Rural,High School,5.85,1,2,2977.0,More than 1,A,Silver,316776
53794,Male,Urban,Bachelor,6.12,1,5,6443.0,More than 1,,Platinum,96588
22340,Female,Rural,Bachelor,27.86,0,4,0.0,1,A,Gold,33300
15152,Male,Rural,Bachelor,26.74,1,7,3210.0,1,B,Platinum,44436
79557,Female,Urban,High School,5.8,0,2,3675.0,More than 1,B,Gold,114708
73570,Female,Urban,Bachelor,4.22,1,6,5916.0,More than 1,C,Silver,184044
66789,Male,Urban,High School,2.17,0,7,4011.0,1,A,Platinum,32472
33299,Male,Urban,Bachelor,9.5,1,1,3234.0,More than 1,B,Gold,63384
3216,Male,Urban,High School,6.4,1,6,5816.0,More than 1,A,Gold,56364
80158,Female,Urban,Bachelor,85.29,0,6,5874.0,1,,Platinum,59784
20521,Male,Urban,Bachelor,5.39,0,4,6373.0,More than 1,A,Platinum,249492
74696,Male,Rural,Bachelor,5.36,1,6,0.0,1,A,Silver,31608
7672,Male,Urban,Bachelor,9.74,1,5,8970.0,1,,Platinum,30732
76408,Male,Rural,Others,3.49,1,1,7709.0,More than 1,B,Silver,426012
17624,Male,Urban,Bachelor,5.14,0,8,6978.0,More than 1,B,Platinum,64572
41954,Male,Urban,Bachelor,3.0,1,5,3992.0,More than 1,B,Platinum,95928
60555,Male,Urban,Bachelor,5.91,0,6,0.0,More than 1,B,Silver,167040
28589,Female,Urban,High School,6.64,1,3,6731.0,1,A,Platinum,32040
51316,Male,Rural,Bachelor,6.2,1,5,2169.0,More than 1,A,Gold,110352
33249,Male,Urban,High School,1.84,1,6,3098.0,1,A,Platinum,54768
33446,Female,Rural,High School,5.78,0,2,0.0,More than 1,B,Platinum,95676
10621,Female,Urban,High School,21.24,1,5,5289.0,More than 1,A,Gold,103212
50392,Male,Urban,Others,68.38,0,7,9591.0,More than 1,A,Platinum,62688
87962,Male,Urban,Others,4.32,0,0,6891.0,More than 1,A,Gold,91164
69004,Male,Rural,High School,9.53,0,0,3049.0,1,A,Silver,211956
50011,Male,Urban,Bachelor,9.99,1,6,6948.0,More than 1,A,Platinum,123504
68740,Female,Urban,Bachelor,7.25,0,5,4407.0,More than 1,,Platinum,63972
64193,Female,Rural,High School,6.06,0,1,6073.0,More than 1,A,Platinum,65292
10202,Female,Urban,Bachelor,2.63,0,6,5218.0,More than 1,A,Platinum,92268
5082,Male,Rural,High School,8.5,1,6,0.0,More than 1,A,Platinum,97920
44167,Male,Urban,High School,5.33,1,6,0.0,More than 1,B,Platinum,71892
84733,Male,Urban,Bachelor,9.34,0,6,0.0,1,A,Gold,33144
61294,Female,Rural,High School,89.98,1,4,0.0,1,C,Platinum,34440
47387,Male,Rural,Bachelor,6.45,1,6,3968.0,1,A,Platinum,53940
5853,Male,Rural,Bachelor,5.5,0,5,0.0,1,B,Platinum,33348
61580,Female,,Bachelor,4.33,0,7,0.0,More than 1,,Platinum,64788
40194,Male,Rural,High School,7.87,0,6,0.0,More than 1,B,Platinum,70992
14302,Female,Urban,High School,4.14,0,0,5369.0,More than 1,A,Platinum,174924
37794,Female,Urban,Bachelor,42.5,1,3,6248.0,More than 1,B,Platinum,67764
3165,Male,Rural,High School,7.81,1,6,2279.0,More than 1,A,Gold,53124
39218,Male,Urban,High School,3.73,0,6,4026.0,More than 1,A,Gold,61920
31768,Female,Urban,Others,3.91,0,4,5425.0,1,C,Platinum,60348
87189,Male,Rural,Bachelor,8.8,1,7,0.0,1,B,Silver,32376
6283,Female,Urban,Bachelor,85.77,1,6,,More than 1,,Gold,203760
23888,Female,Urban,Bachelor,5.03,0,2,3805.0,More than 1,A,Platinum,60756
4400,Female,Rural,Bachelor,4.8,1,5,2209.0,More than 1,A,Platinum,32400
38636,Male,Urban,Bachelor,,1,0,,1,B,Platinum,35604
31914,Male,Rural,High School,8.93,1,4,0.0,1,B,Platinum,35652
56847,Male,Urban,Bachelor,4.89,1,7,3575.0,More than 1,A,Silver,61452
25111,Male,Urban,Bachelor,7.86,1,7,2289.0,More than 1,B,Platinum,92868
17860,Female,Rural,Bachelor,3.7,1,4,3066.0,1,B,Silver,61224
15812,Male,Rural,Bachelor,6.36,1,1,2585.0,More than 1,,Platinum,59328
53125,Female,Rural,High School,6.33,1,5,0.0,1,A,Platinum,95376
12256,Male,Urban,High School,6.4,1,5,4294.0,More than 1,B,Platinum,111720
68727,Male,Urban,High School,7.12,0,1,5245.0,1,A,Silver,53604
71958,Female,Urban,Bachelor,5.57,0,3,10251.0,More than 1,A,Gold,68964
753,Female,Urban,High School,7.52,0,4,4070.0,More than 1,A,Platinum,32016
17999,Female,Urban,High School,7.64,0,6,,More than 1,A,Platinum,87336
6684,Female,Urban,Bachelor,9.11,0,6,8095.0,More than 1,A,Silver,103284
26754,Male,Urban,High School,,1,2,10632.0,1,A,Platinum,34224
55817,Male,Urban,Bachelor,3.39,1,0,0.0,1,B,Silver,64260
2878,Female,Rural,Bachelor,2.26,0,8,,More than 1,B,Platinum,115920
79826,Female,Urban,Bachelor,5.95,0,5,0.0,1,A,Gold,31872
28065,Female,Rural,High School,85.41,1,4,6968.0,More than 1,,Silver,52068
34757,Male,Urban,Bachelor,3.14,1,7,6826.0,1,B,Gold,33408
78458,Male,Urban,Bachelor,3.86,1,6,6276.0,1,A,Silver,32496
43413,Male,Rural,High School,6.74,0,8,0.0,More than 1,B,Gold,72828
4605,Female,Rural,High School,8.66,1,0,0.0,1,A,Silver,35556
17672,Male,Rural,Bachelor,9.23,0,3,6613.0,More than 1,C,Gold,241632
7383,Female,Rural,High School,4.86,0,5,2759.0,More than 1,B,Gold,116484
23601,Female,Rural,Bachelor,9.97,1,0,0.0,More than 1,A,Gold,346728
63678,Male,Urban,Bachelor,3.41,1,7,6445.0,1,A,Gold,37128
86264,Male,Urban,High School,4.13,1,6,2531.0,1,A,Platinum,65484
33405,Female,Rural,High School,58.6,1,6,0.0,More than 1,C,Platinum,189672
80339,Female,Rural,High School,6.7,1,5,0.0,More than 1,C,Platinum,148980
78787,Female,Urban,High School,8.75,0,0,7714.0,1,A,Platinum,52476
14641,Male,Urban,Bachelor,6.1,0,2,4032.0,More than 1,B,Platinum,247872
63002,Female,,High School,5.58,1,6,,1,A,Silver,45000
28444,Male,Urban,Bachelor,8.9,0,2,12907.0,More than 1,A,Platinum,33060
11909,Male,Urban,Bachelor,3.38,1,2,6146.0,More than 1,A,Gold,51060
19882,Female,Urban,Bachelor,8.87,1,4,6120.0,More than 1,A,Platinum,147492
3407,Male,Urban,Bachelor,20.86,1,7,4657.0,1,B,Platinum,35784
33836,Male,Urban,Bachelor,39.53,0,7,8669.0,More than 1,A,Silver,567216
19296,Female,Urban,High School,43.06,0,7,6603.0,More than 1,B,Gold,150276
5161,Female,,High School,9.03,1,7,7012.0,More than 1,A,Gold,64068
44784,Female,Urban,Bachelor,2.63,1,0,9145.0,More than 1,A,Platinum,179472
84986,Male,Urban,High School,7.06,0,5,6427.0,More than 1,A,Gold,131976
55708,Male,Rural,High School,2.93,1,6,3321.0,More than 1,C,Platinum,68124
54352,Female,Urban,Bachelor,9.56,0,2,17898.0,More than 1,A,Silver,107328
25864,Male,Urban,Bachelor,2.2,1,2,6604.0,1,A,Silver,70776
64321,Female,Urban,High School,5.11,0,5,6232.0,1,A,Platinum,33780
50938,Female,Urban,High School,5.31,1,2,4440.0,More than 1,A,Silver,64344
57503,Male,Rural,Bachelor,57.53,1,3,0.0,More than 1,B,Gold,66384
9728,Female,Urban,High School,8.44,0,8,9538.0,1,A,Platinum,98220
41480,Female,Urban,High School,6.03,1,1,0.0,1,B,Gold,69972
5292,Female,Urban,Bachelor,71.87,0,8,3406.0,More than 1,A,Gold,67020
5873,Male,Urban,Bachelor,5.12,0,4,,More than 1,A,Gold,324696
77124,Male,Urban,Bachelor,2.1,1,5,6315.0,1,,Gold,30516
66907,Male,Urban,High School,3.32,0,5,4079.0,More than 1,A,Gold,68220
9680,Male,Urban,High School,5.71,1,0,5712.0,More than 1,A,Platinum,159396
47287,Male,Rural,Bachelor,6.86,0,4,6434.0,1,,Platinum,32388
20464,Female,,Bachelor,8.82,0,6,5724.0,1,A,Silver,62256
18794,Female,Urban,Bachelor,6.65,0,8,6415.0,More than 1,B,Platinum,73932
37848,Female,Urban,High School,2.22,1,5,6338.0,1,A,Platinum,31008
86921,Female,Rural,Bachelor,5.76,1,2,3613.0,More than 1,A,Gold,91560
44666,Male,Urban,Bachelor,3.0,0,5,2374.0,More than 1,A,Gold,129960
22349,Male,Urban,High School,9.58,0,1,10791.0,More than 1,A,Platinum,102444
36086,Male,Urban,Bachelor,7.48,1,7,6185.0,More than 1,A,Platinum,103860
834,Male,,High School,7.38,1,1,6897.0,More than 1,A,Platinum,101640
43147,Male,Urban,High School,3.03,1,4,4365.0,More than 1,A,Platinum,68112
80612,Male,Urban,High School,71.75,1,1,3534.0,1,A,Platinum,34548
45351,Male,Urban,High School,8.53,0,2,0.0,1,A,Gold,30708
77154,Male,Urban,Bachelor,9.76,0,4,7727.0,More than 1,C,Platinum,240228
77888,Male,Rural,High School,44.11,1,4,0.0,More than 1,B,Platinum,56520
41626,Male,Urban,High School,9.61,1,6,0.0,1,A,Gold,55236
23376,Male,Urban,Bachelor,4.82,1,7,10667.0,More than 1,B,Gold,297552
37651,Female,,Bachelor,5.21,1,7,6006.0,1,A,Gold,33264
45832,Male,Urban,High School,60.65,1,7,2429.0,More than 1,A,Silver,172224
50994,Male,,Others,3.64,1,4,5399.0,1,C,Platinum,67188
53065,Female,Urban,High School,7.46,0,3,6714.0,1,A,Silver,34680
62258,Male,Urban,Bachelor,2.69,1,2,2873.0,More than 1,A,Silver,63732
3106,Male,Urban,Bachelor,4.91,1,7,7973.0,More than 1,A,Platinum,56724
12817,Male,Urban,High School,6.96,1,5,5688.0,More than 1,A,Platinum,113304
30506,Female,Rural,High School,5.48,1,2,2166.0,More than 1,B,Silver,535932
7940,Male,,High School,5.71,1,3,2734.0,More than 1,A,Gold,50208
14845,Male,Urban,Bachelor,8.59,0,7,,More than 1,,Platinum,576972
17925,Female,Urban,Bachelor,2.04,1,3,3295.0,More than 1,B,Silver,115680
54080,Male,Urban,High School,3.64,1,1,9249.0,More than 1,A,Gold,29808
72442,Female,Urban,High School,4.96,0,4,2873.0,1,A,Platinum,36984
55926,Male,Urban,Bachelor,3.48,1,7,2129.0,More than 1,A,Platinum,52860
36790,Female,Rural,Bachelor,5.64,0,5,0.0,More than 1,A,Platinum,64944
72635,Female,Urban,Bachelor,33.7,0,5,5768.0,More than 1,A,Gold,67056
73270,Male,Rural,Bachelor,6.71,0,2,5442.0,More than 1,B,Platinum,61800
77089,Female,Urban,Bachelor,2.38,0,6,7943.0,More than 1,B,Platinum,204048
17518,Female,Urban,Bachelor,5.32,0,6,5580.0,More than 1,A,Platinum,71856
31970,Female,Urban,High School,4.96,0,7,3864.0,More than 1,B,Platinum,165108
84031,Male,Urban,Bachelor,79.62,0,5,,1,A,Platinum,53484
16021,Female,Urban,Bachelor,3.05,0,6,4024.0,More than 1,A,Gold,91500
30256,Female,Urban,High School,8.85,0,1,6108.0,More than 1,B,Platinum,68760
29383,Female,Rural,Bachelor,8.53,1,6,2680.0,1,A,Platinum,66156
54236,Male,Urban,High School,5.42,0,8,3224.0,More than 1,A,Platinum,59496
78769,Female,Rural,Others,6.1,1,6,0.0,1,A,Silver,42768
2681,Female,Rural,Bachelor,21.66,1,8,3056.0,More than 1,A,Silver,67068
19972,Female,Rural,High School,4.13,0,4,2548.0,More than 1,C,Platinum,422076
42198,Male,Rural,High School,7.37,1,6,3774.0,More than 1,A,Platinum,66924
30520,Male,Rural,Bachelor,5.04,0,6,0.0,More than 1,A,Platinum,56820
48380,Male,Rural,High School,6.08,0,2,0.0,More than 1,,Gold,59532
23078,Female,Urban,High School,9.8,1,8,3577.0,More than 1,A,Platinum,65664
82676,Female,Rural,High School,7.85,1,7,2783.0,More than 1,A,Platinum,61212
18888,Female,Rural,High School,6.96,0,2,3299.0,1,A,Gold,36888
1033,Female,Rural,High School,45.77,1,6,0.0,More than 1,A,Platinum,68304
36868,Male,Urban,Bachelor,3.09,0,7,4089.0,More than 1,B,Silver,107040
24177,Male,Rural,High School,7.21,1,6,0.0,1,B,Platinum,58320
24343,Female,,High School,13.44,0,6,5405.0,1,A,Platinum,55284
78954,Female,Urban,Bachelor,35.73,0,6,2002.0,More than 1,B,Platinum,342504
5009,Male,Rural,High School,33.13,1,5,0.0,1,A,Platinum,38904
7965,Male,Urban,High School,2.57,1,1,16877.0,More than 1,A,Platinum,108420
49802,Male,Urban,Others,9.47,1,0,5079.0,1,A,Platinum,33444
20652,Male,,Bachelor,5.48,1,7,2778.0,More than 1,B,Platinum,99948
15205,Male,Urban,Bachelor,7.06,0,8,0.0,More than 1,A,Gold,473316
80365,Male,Urban,Bachelor,2.15,1,6,4442.0,More than 1,A,Gold,66108
8005,Male,Urban,High School,7.02,1,2,6944.0,1,A,Gold,64188
44234,Female,Urban,High School,0.64,0,4,10417.0,More than 1,A,Platinum,183300
3011,Female,Urban,High School,5.07,0,6,10983.0,More than 1,B,Platinum,106500
63750,Male,Rural,Bachelor,5.56,1,2,5162.0,More than 1,A,Platinum,68280
27320,Female,Urban,Bachelor,4.42,1,7,0.0,More than 1,B,Platinum,60504
6107,Male,Urban,Bachelor,7.57,1,2,4520.0,More than 1,A,Platinum,62232
88083,Female,Urban,High School,5.32,1,5,3113.0,More than 1,C,Platinum,67128
38523,Male,,Bachelor,6.3,0,6,7124.0,1,A,Gold,467640
71881,Male,Rural,High School,6.68,0,8,4177.0,More than 1,B,Platinum,224868
48352,Male,Urban,High School,6.82,0,6,2276.0,1,A,Platinum,32436
51373,Male,Urban,Bachelor,4.77,1,4,,More than 1,B,Gold,333396
66093,Female,Urban,High School,7.65,1,4,0.0,More than 1,B,Platinum,98268
5632,Female,Urban,High School,6.65,0,8,10452.0,More than 1,B,Gold,208308
4290,Male,Urban,High School,5.09,0,7,0.0,More than 1,A,Platinum,181596
39998,Male,Rural,High School,18.95,0,1,2301.0,1,A,Gold,63240
52753,Male,Rural,High School,29.88,1,5,2938.0,1,A,Platinum,32136
36523,Female,Rural,High School,19.02,1,1,,1,B,Platinum,37476
62509,Male,Urban,High School,4.37,1,1,2386.0,More than 1,B,Platinum,129480
7412,Female,Urban,Bachelor,89.86,1,1,2427.0,More than 1,A,Platinum,107952
85754,Male,Urban,Others,3.46,0,7,6450.0,More than 1,A,Gold,67380
77799,Male,Urban,Bachelor,3.65,0,8,6635.0,More than 1,A,Platinum,60432
26380,Female,Urban,Bachelor,6.92,1,4,4108.0,More than 1,A,Platinum,62136
78821,Female,Urban,High School,4.59,0,4,4557.0,More than 1,B,Platinum,250836
49971,Female,Urban,High School,8.67,1,3,3995.0,1,,Gold,64152
43952,Female,,Others,8.63,0,2,9791.0,More than 1,A,Gold,109536
67946,Female,Urban,High School,8.91,1,4,5831.0,More than 1,,Gold,562272
12004,Female,Urban,Bachelor,28.95,0,5,5786.0,1,A,Silver,32280
81650,Female,Urban,Bachelor,2.53,0,7,0.0,More than 1,B,Silver,59016
9404,Male,Rural,Bachelor,5.24,1,7,,1,B,Silver,35448
38578,Female,Rural,High School,8.45,0,5,0.0,More than 1,A,Platinum,100332
17849,Female,Urban,High School,9.55,1,4,4010.0,More than 1,B,Platinum,68700
87297,Female,,High School,7.06,0,5,5886.0,More than 1,A,Gold,104256
42266,Male,Urban,Bachelor,8.2,1,6,7099.0,1,A,Gold,35304
89119,Male,Urban,Bachelor,9.92,1,5,2338.0,More than 1,A,Platinum,196356
5289,Male,Urban,Bachelor,7.21,0,0,2824.0,More than 1,A,Gold,91080
60898,Female,Urban,High School,5.19,1,2,8991.0,More than 1,C,Silver,110256
76785,Female,Urban,High School,4.96,1,7,4697.0,More than 1,A,Platinum,66360
34742,Female,,High School,7.82,1,4,,1,A,Platinum,31344
38336,Female,Rural,High School,5.41,1,8,2880.0,More than 1,A,Gold,100056
28379,Male,Rural,Bachelor,9.9,1,5,0.0,More than 1,A,Silver,65292
78417,Female,Rural,High School,8.74,1,6,3919.0,1,B,Silver,68028
75817,Male,Rural,High School,7.87,1,7,0.0,1,C,Gold,32760
76574,Female,Urban,Bachelor,35.92,0,5,5327.0,More than 1,A,Platinum,96528
78435,Male,Urban,High School,5.68,1,5,3843.0,More than 1,A,Platinum,102804
23642,Male,Urban,High School,3.99,0,7,0.0,More than 1,B,Silver,64080
73985,Male,Urban,Bachelor,2.37,0,4,6500.0,More than 1,A,Silver,65508
14737,Male,Urban,High School,72.32,1,6,11442.0,More than 1,A,Platinum,62784
6128,Female,Urban,Bachelor,4.01,0,5,0.0,More than 1,C,Silver,104316
62073,Female,Rural,Bachelor,5.95,0,3,2527.0,More than 1,A,Platinum,102480
63132,Female,Urban,Bachelor,7.92,1,1,8905.0,More than 1,A,Platinum,93936
32760,Male,Urban,High School,6.3,1,4,5762.0,1,A,Platinum,31020
67702,Female,Urban,High School,8.05,1,6,2986.0,More than 1,,Platinum,66024
60787,Male,Urban,High School,22.39,0,1,5772.0,1,,Platinum,32508
67231,Male,Urban,Bachelor,88.35,0,6,6256.0,More than 1,A,Platinum,105144
12490,Female,Urban,Bachelor,4.8,0,1,4121.0,More than 1,B,Silver,214296
19857,Female,Rural,Bachelor,5.3,0,7,0.0,More than 1,A,Platinum,91140
22261,Male,Urban,Bachelor,8.87,0,5,3065.0,More than 1,B,Platinum,66060
45349,Female,Urban,Bachelor,5.21,1,4,2893.0,1,A,Platinum,99108
38830,Male,Urban,Bachelor,9.82,0,2,0.0,1,B,Platinum,31140
84086,Male,Urban,High School,5.71,0,7,11468.0,1,C,Platinum,114024
78778,Male,Rural,High School,5.3,1,4,0.0,1,B,Platinum,64632
66731,Male,Urban,Bachelor,6.77,1,8,8221.0,More than 1,A,Gold,53868
86877,Female,Urban,Bachelor,2.49,0,5,3767.0,More than 1,A,Platinum,118752
65504,Male,Rural,High School,8.15,1,6,0.0,More than 1,B,Platinum,58092
19463,Male,Rural,Bachelor,2.49,1,4,0.0,1,C,Platinum,71844
18904,Female,Urban,Bachelor,7.71,0,2,6015.0,More than 1,,Platinum,264888
69496,Male,Rural,Bachelor,6.2,1,5,5672.0,More than 1,A,Platinum,294408
47108,Female,Urban,High School,5.19,0,4,2340.0,More than 1,A,Platinum,206664
73146,Female,Rural,Bachelor,7.01,1,6,0.0,More than 1,B,Silver,96864
70598,Male,Urban,High School,,0,6,5265.0,More than 1,B,Gold,155244
43843,Female,Rural,Bachelor,2.49,1,8,2216.0,More than 1,,Gold,60744
53878,Male,Urban,Bachelor,7.03,1,1,,More than 1,C,Platinum,65760
75869,Female,Urban,Others,53.6,1,2,4841.0,1,A,Silver,33192
61602,Female,Urban,Bachelor,3.7,0,7,5025.0,More than 1,A,Platinum,102876
40749,Male,Urban,High School,7.8,1,1,4229.0,1,A,Silver,61824
37068,Male,Urban,Bachelor,9.04,1,1,5626.0,1,A,Gold,32484
14721,Male,Urban,Bachelor,9.54,1,6,6806.0,More than 1,A,Platinum,34176
36936,Male,Urban,High School,5.39,1,5,4093.0,More than 1,A,Platinum,59892
42677,Male,,High School,7.23,1,2,6494.0,1,A,Silver,39588
69468,Male,Urban,High School,3.83,1,6,3908.0,More than 1,A,Platinum,374088
45352,Female,Urban,Bachelor,1.71,0,7,5321.0,More than 1,B,Gold,395676
73085,Male,Rural,Bachelor,5.34,1,7,0.0,More than 1,B,Silver,68244
46008,Female,Urban,Bachelor,8.51,0,5,5541.0,More than 1,B,Silver,73116
76863,Male,Urban,High School,5.67,1,4,3936.0,More than 1,B,Platinum,66384
61901,Male,Urban,High School,9.29,1,5,3104.0,1,A,Platinum,31284
9448,Male,Rural,High School,2.08,0,5,0.0,More than 1,C,Platinum,144960
36451,Male,Urban,Bachelor,35.99,0,7,,1,A,Silver,46740
77359,Male,Urban,Bachelor,5.55,1,5,10149.0,More than 1,A,Platinum,258648
49006,Male,,Bachelor,9.27,0,5,7720.0,More than 1,,Platinum,301440
81518,Female,Urban,Bachelor,5.68,0,5,3729.0,More than 1,A,Platinum,60480
47569,Female,Urban,High School,4.57,0,7,6554.0,More than 1,A,Platinum,53868
26398,Male,Urban,Bachelor,7.38,0,8,6601.0,More than 1,A,Gold,62868
30389,Female,Urban,High School,5.13,0,7,3522.0,More than 1,A,Silver,69336
11087,Female,Urban,Bachelor,2.9,0,6,3552.0,More than 1,B,Silver,73920
9982,Female,Rural,Others,37.7,1,4,0.0,More than 1,A,Silver,309576
59380,Female,Urban,Bachelor,2.63,1,6,8865.0,More than 1,C,Silver,105768
49682,Male,Urban,Bachelor,2.07,1,6,4147.0,More than 1,A,Platinum,32016
14079,Male,Rural,Bachelor,4.45,1,4,0.0,More than 1,B,Platinum,63120
75252,Male,Urban,High School,8.79,1,5,10298.0,More than 1,A,Gold,70248
42942,Male,Urban,High School,4.62,0,1,6049.0,More than 1,A,Platinum,247200
39072,Female,Urban,Bachelor,9.54,1,8,3640.0,1,C,Gold,64596
70941,Male,Rural,Others,3.04,1,6,2249.0,More than 1,B,Silver,64020
5308,Female,Rural,Bachelor,46.31,1,4,0.0,More than 1,B,Silver,67740
37527,Male,Urban,High School,2.49,1,4,14231.0,More than 1,A,Platinum,284304
88791,Male,Rural,Bachelor,92.13,0,2,0.0,More than 1,A,Silver,69096
53903,Male,Urban,Bachelor,,1,5,2568.0,More than 1,A,Platinum,98688
68347,Female,Rural,High School,3.68,1,5,0.0,1,B,Platinum,34176
23199,Male,Urban,High School,,0,5,6801.0,More than 1,A,Silver,91632
88350,Male,Rural,Bachelor,5.76,1,1,2027.0,1,A,Gold,65772
23155,Male,Urban,Bachelor,4.3,1,8,6649.0,More than 1,B,Gold,103212
45019,Male,Rural,High School,99.07,1,7,0.0,1,B,Silver,35904
74806,Male,Urban,High School,41.93,0,6,6951.0,1,A,Platinum,35388
